brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_displacement,engine_cylinders,vehicle_age,price_per_mile,mileage_per_year,is_luxury_brand,has_accident,is_ev_or_hybrid,age_mileage_score
Jeep,Wrangler Unlimited Sahara,2020,76313.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Hellayella Clearcoat,Black,None Reported,Yes,35234.0,2.0,,4,0.4617,15263.0,0,0,0,0.3053
Chevrolet,Silverado 1500 Lt,2012,104000.0,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Gray,At Least 1 Accident Or Damage Reported,Yes,16500.0,5.3,8.0,12,0.1587,8000.0,0,1,0,1.248
Lexus,Gx 460 Base,2010,97097.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At Least 1 Accident Or Damage Reported,Yes,22000.0,4.6,8.0,14,0.2266,6473.0,1,1,0,1.3594
Jeep,Wrangler Unlimited X,2008,136731.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Gray,None Reported,Yes,15900.0,3.8,6.0,16,0.1163,8043.0,0,0,0,2.1877
Ram,1500 Tradesman/Express,2017,40200.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At Least 1 Accident Or Damage Reported,Yes,24000.0,5.7,8.0,7,0.597,5025.0,0,1,0,0.2814
Ford,Explorer St,2021,39105.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None Reported,Yes,44605.0,3.0,,3,1.1406,9776.0,0,0,0,0.1173
Mercedes-Benz,G 550 4X4 Squared Base,2017,23567.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,At Least 1 Accident Or Damage Reported,Yes,215000.0,4.0,8.0,7,9.1225,2946.0,1,1,0,0.165
Bmw,M4 Competition,2021,12500.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At Least 1 Accident Or Damage Reported,Yes,90000.0,3.0,6.0,3,7.1994,3125.0,1,1,0,0.0375
Chevrolet,Colorado Zr2,2019,38900.0,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None Reported,Yes,34700.0,3.6,6.0,5,0.892,6483.0,0,0,0,0.1945
Lincoln,Navigator L Select,2016,84272.0,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,25221.0,3.5,6.0,8,0.2993,9364.0,1,1,0,0.6742
Mercedes-Benz,E-Class E 350,2016,58375.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None Reported,Yes,24999.0,3.5,6.0,8,0.4282,6486.0,1,0,0,0.467
Ford,Mustang Shelby Gt500,2007,7346.0,Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None Reported,Yes,40999.0,5.4,8.0,17,5.5804,408.0,0,0,0,0.1249
Dodge,Charger Srt8,2008,98231.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At Least 1 Accident Or Damage Reported,Yes,15500.0,6.1,8.0,16,0.1578,5778.0,0,1,0,1.5717
Jaguar,Xk Base,2007,56000.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None Reported,Yes,18000.0,4.2,8.0,17,0.3214,3111.0,0,0,0,0.952
Honda,Civic Ex,2020,13935.0,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Cvt Transmission,Gray,Black,None Reported,Yes,26000.0,1.5,4.0,4,1.8657,2787.0,0,0,0,0.0557
Subaru,Impreza 2.0I,2019,30000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Cvt Transmission,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,21250.0,2.0,4.0,5,0.7083,5000.0,0,1,0,0.15
Saab,9-3 Aero,2009,106000.0,Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None Reported,Yes,12950.0,2.8,6.0,15,0.1222,6625.0,0,0,0,1.59
Bmw,650 Gran Coupe I Xdrive,2014,82978.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None Reported,Yes,18700.0,4.4,8.0,10,0.2254,7543.0,1,0,0,0.8298
Jeep,Wrangler Unlimited Sport,2018,58500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None Reported,Yes,35000.0,3.6,6.0,6,0.5983,8357.0,0,0,0,0.351
Ford,F-350 King Ranch,2015,92421.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,None Reported,Yes,51900.0,6.7,8.0,9,0.5616,9242.0,0,0,0,0.8318
Mazda,Cx-30 Preferred,2020,9927.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None Reported,Yes,27518.0,2.5,,4,2.7718,1985.0,0,0,0,0.0397
Jeep,Wrangler Sport,2000,122945.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,Brown,None Reported,Yes,13900.0,4.0,6.0,24,0.1131,4918.0,0,0,0,2.9507
Lexus,Rx 330 Base,2006,110250.0,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None Reported,Yes,11000.0,3.3,6.0,18,0.0998,5803.0,1,0,0,1.9845
Infiniti,Qx56 Base,2011,103010.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None Reported,Yes,13500.0,5.6,8.0,13,0.1311,7358.0,0,0,0,1.3391
Hyundai,Veloster Value Edition,2017,55359.0,Gasoline,1.6L I4 16V GDI DOHC,6-Speed Automatic With Auto-Shift,Ironman Silver,Black,None Reported,Unknown,15599.0,1.6,,7,0.2818,6920.0,0,0,0,0.3875
Chevrolet,Silverado 1500 Lt Extended Cab,2002,118500.0,Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,5900.0,5.3,8.0,22,0.0498,5152.0,0,1,0,2.607
Rivian,R1S Launch Edition,2022,7800.0,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None Reported,Yes,92500.0,,,2,11.8575,2600.0,0,0,0,0.0156
Land,Rover Range Rover Hse Swb,2020,41500.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Gray,None Reported,Yes,68000.0,3.0,6.0,4,1.6385,8300.0,0,0,1,0.166
Bmw,M4 Base,2020,28000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None Reported,Yes,59900.0,3.0,6.0,4,2.1392,5600.0,1,0,0,0.112
Mercedes-Benz,E-Class E 350,2014,53500.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None Reported,Yes,24500.0,3.5,6.0,10,0.4579,4864.0,1,0,0,0.535
Honda,Accord Hybrid Base,2021,33523.0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic Cvt,Lunar Silver Metallic,Gray,None Reported,Unknown,28748.0,2.0,,3,0.8575,8381.0,0,0,1,0.1006
Toyota,Prius V Three,2016,86300.0,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,18000.0,1.8,4.0,8,0.2086,9589.0,0,1,1,0.6904
Subaru,Wrx Premium,2022,7738.0,Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Orange,Black,At Least 1 Accident Or Damage Reported,Yes,33000.0,2.4,4.0,2,4.2641,2579.0,0,1,0,0.0155
Bentley,Bentayga Speed,2020,22001.0,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None Reported,Yes,173995.0,6.0,,4,7.9081,4400.0,0,0,0,0.088
Ford,Explorer St,2022,14361.0,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None Reported,Yes,51500.0,3.0,6.0,2,3.5859,4787.0,0,0,0,0.0287
Chevrolet,Suburban Lt,2016,98000.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At Least 1 Accident Or Damage Reported,Yes,30000.0,5.3,8.0,8,0.3061,10889.0,0,1,0,0.784
Chevrolet,Silverado 1500 Limited Custom,2022,30455.0,Gasoline,2.7 Liter DOHC Turbo,Automatic,Summit White,Jet Black,None Reported,Unknown,37698.0,,,2,1.2378,10152.0,0,0,0,0.0609
Ford,Explorer Platinum,2020,64552.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Ebony,At Least 1 Accident Or Damage Reported,Yes,36750.0,3.0,,4,0.5693,12910.0,0,1,0,0.2582
Lexus,Rx 350 Base,2017,103866.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At Least 1 Accident Or Damage Reported,Yes,24700.0,3.5,6.0,7,0.2378,12983.0,1,1,0,0.7271
Land,Rover Range Rover 3.0L V6 Supercharged Hse,2019,35650.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,57999.0,3.0,6.0,5,1.6269,5942.0,0,1,0,0.1782
Ford,Explorer Platinum,2021,64957.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Light Slate,None Reported,Yes,39979.0,3.0,,3,0.6155,16239.0,0,0,0,0.1949
Dodge,Challenger Srt8 392,2012,33700.0,–,–,6-Speed M/T,Black,Black,None Reported,Yes,33500.0,,,12,0.994,2592.0,0,0,0,0.4044
Chevrolet,Equinox 2Lt,2012,96653.0,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At Least 1 Accident Or Damage Reported,Yes,7500.0,3.0,6.0,12,0.0776,7435.0,0,1,0,1.1598
Dodge,Challenger Sxt,2022,29500.0,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None Reported,Yes,31000.0,3.6,6.0,2,1.0508,9833.0,0,0,0,0.059
Porsche,911 Carrera,2021,7400.0,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,Unknown,Unknown,116999.0,3.0,6.0,3,15.8085,1850.0,1,0,0,0.0222
Volvo,Xc70 T6 Platinum,2012,69000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,15900.0,3.0,6.0,12,0.2304,5308.0,0,1,0,0.828
Lexus,Gx 470 Base,2005,198000.0,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At Least 1 Accident Or Damage Reported,Yes,15500.0,4.7,8.0,19,0.0783,9900.0,1,1,0,3.762
Porsche,911 Carrera Gts,2015,23600.0,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None Reported,Yes,132900.0,3.8,6.0,9,5.6311,2360.0,1,0,0,0.2124
Volvo,Xc70 3.2,2008,170000.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None Reported,Yes,7000.0,3.2,6.0,16,0.0412,10000.0,0,0,0,2.72
Nissan,350Z Nismo,2008,76500.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At Least 1 Accident Or Damage Reported,Yes,28000.0,3.5,6.0,16,0.366,4500.0,0,1,0,1.224
Porsche,911 Turbo,2007,73500.0,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None Reported,Yes,75499.0,3.6,6.0,17,1.0272,4083.0,1,0,0,1.2495
Land,Rover Range Rover Swb,2020,29000.0,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None Reported,Yes,70000.0,3.0,6.0,4,2.4137,5800.0,0,0,1,0.116
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404.0,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At Least 1 Accident Or Damage Reported,Yes,29500.0,3.0,6.0,7,0.425,8676.0,1,1,1,0.4858
Lexus,Is 350 Base,2007,103000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At Least 1 Accident Or Damage Reported,Yes,12900.0,3.5,6.0,17,0.1252,5722.0,1,1,0,1.751
Porsche,Macan S,2015,70500.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Silver,Black,At Least 1 Accident Or Damage Reported,Yes,26500.0,3.0,6.0,9,0.3759,7050.0,1,1,0,0.6345
Land,Rover Range Rover 5.0L Supercharged,2016,64000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,White,None Reported,Yes,36995.0,5.0,8.0,8,0.578,7111.0,0,0,0,0.512
Gmc,Savana 2500 Work Van,2018,63460.0,E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None Reported,Yes,33000.0,6.0,8.0,6,0.52,9066.0,0,0,0,0.3808
Toyota,4Runner Sr5,2018,32199.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None Reported,Yes,35500.0,4.0,6.0,6,1.1025,4600.0,0,0,0,0.1932
Hyundai,Palisade Sel,2020,69487.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,32000.0,3.8,6.0,4,0.4605,13897.0,0,0,0,0.2779
Gmc,Sierra 2500 Denali,2015,86000.0,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None Reported,Yes,49000.0,6.6,8.0,9,0.5698,8600.0,0,0,0,0.774
Genesis,Gv70 3.5T Sport,2022,8730.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None Reported,Unknown,48219.0,3.5,,2,5.5227,2910.0,1,0,0,0.0175
Dodge,Ram Van 1500,2002,70000.0,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At Least 1 Accident Or Damage Reported,Yes,8000.0,3.9,6.0,22,0.1143,3043.0,0,1,0,1.54
Chevrolet,Impala 1Lt,2017,70000.0,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At Least 1 Accident Or Damage Reported,Yes,17900.0,3.6,6.0,7,0.2557,8750.0,0,1,0,0.49
Audi,A4 2.0T Premium Plus,2015,83420.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At Least 1 Accident Or Damage Reported,Yes,16000.0,2.0,4.0,9,0.1918,8342.0,1,1,0,0.7508
Nissan,Altima 2.5 S,2003,189000.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At Least 1 Accident Or Damage Reported,Yes,2899.0,2.5,4.0,21,0.0153,8591.0,0,1,0,3.969
Porsche,911 Carrera 4S,2017,31500.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None Reported,Yes,97555.0,3.0,6.0,7,3.0969,3938.0,1,0,0,0.2205
Bmw,X1 Xdrive 28I,2015,85766.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None Reported,Yes,13000.0,2.0,4.0,9,0.1516,8577.0,1,0,0,0.7719
Gmc,Yukon Denali,2018,92800.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None Reported,Yes,34000.0,6.2,8.0,6,0.3664,13257.0,0,0,0,0.5568
Land,Rover Defender Se,2021,13970.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None Reported,Yes,75500.0,3.0,6.0,3,5.4041,3492.0,0,0,1,0.0419
Toyota,Land Cruiser Base,2000,223089.60000000012,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,None Reported,Yes,15500.0,4.7,8.0,24,0.0695,8924.0,0,0,0,5.3542
Scion,Xb Base,2011,95426.0,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None Reported,Yes,8000.0,2.4,4.0,13,0.0838,6816.0,0,0,0,1.2405
Honda,S2000 Base,2001,119900.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At Least 1 Accident Or Damage Reported,Yes,18000.0,2.0,4.0,23,0.1501,4996.0,0,1,0,2.7577
Mazda,Cx-30 Select,2020,23162.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None Reported,Yes,25495.0,2.5,,4,1.1007,4632.0,0,0,0,0.0926
Bmw,M4 Competition,2023,3950.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None Reported,Yes,83500.0,3.0,6.0,1,21.1339,1975.0,1,0,0,0.004
Porsche,911 Carrera 4S,2006,80000.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None Reported,Yes,43000.0,3.8,6.0,18,0.5375,4211.0,1,0,0,1.44
Ford,F-250 Lariat,2015,94634.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,32500.0,6.2,8.0,9,0.3434,9463.0,0,1,0,0.8517
Chevrolet,Corvette Base,2007,65000.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At Least 1 Accident Or Damage Reported,Yes,33885.0,6.0,8.0,17,0.5213,3611.0,0,1,0,1.105
Lexus,Ls 460 L,2008,100000.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,11500.0,4.6,8.0,16,0.115,5882.0,1,1,0,1.6
Toyota,Sienna Xse 25Th Anniversary,2023,500.0,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None Reported,Yes,59500.0,2.5,4.0,1,118.7625,250.0,0,0,1,0.0005
Audi,A4 2.0T Premium Quattro,2011,181000.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,5500.0,2.0,4.0,13,0.0304,12929.0,1,0,0,2.353
Mercedes-Benz,Glc 300 Base 4Matic,2018,48700.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,None Reported,Yes,27900.0,2.0,4.0,6,0.5729,6957.0,1,0,0,0.2922
Porsche,911 Turbo Cabriolet,2009,13500.0,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None Reported,Yes,130000.0,3.6,6.0,15,9.6289,844.0,1,0,0,0.2025
Toyota,86 860 Special Edition,2017,87500.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None Reported,Yes,20000.0,2.0,4.0,7,0.2286,10938.0,0,0,0,0.6125
Jaguar,Xj8 L,2000,45000.0,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None Reported,Yes,12500.0,4.0,8.0,24,0.2778,1800.0,0,0,0,1.08
Chevrolet,Corvette Base,1996,85760.0,Gasoline,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,None Reported,Yes,14500.0,5.7,8.0,28,0.1691,2957.0,0,0,0,2.4013
Tesla,Model 3 Long Range,2018,36187.0,Gasoline,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None Reported,Yes,28895.0,,,6,0.7985,5170.0,0,0,0,0.2171
Hyundai,Tucson Sel,2022,13666.0,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Portofino Gray,Black,None Reported,Unknown,27999.0,2.5,,2,2.0487,4555.0,0,0,0,0.0273
Porsche,911 Carrera S,2007,50500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None Reported,Yes,56000.0,3.8,6.0,17,1.1089,2806.0,1,0,0,0.8585
Lincoln,Nautilus Reserve,2021,19291.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Ebony,None Reported,Unknown,44340.0,2.0,,3,2.2984,4823.0,1,0,0,0.0579
Ford,Mustang Boss 302,2012,1295.0,Gasoline,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None Reported,Yes,49990.0,5.0,8.0,12,38.5725,100.0,0,0,0,0.0155
Cadillac,Escalade Premium Luxury,2017,55000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At Least 1 Accident Or Damage Reported,Yes,49900.0,6.2,8.0,7,0.9073,6875.0,1,1,0,0.385
Mini,Cooper Base,2010,74000.0,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None Reported,Yes,9650.0,1.6,4.0,14,0.1304,4933.0,0,0,0,1.036
Dodge,Durango R/T,2022,14976.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,White Knuckle Clearcoat,Black,None Reported,Yes,49999.0,5.7,,2,3.3384,4992.0,0,0,0,0.03
Bmw,X5 Xdrive35I,2018,25348.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Imperial Blue Metallic,Black,At Least 1 Accident Or Damage Reported,Unknown,33889.0,3.0,,6,1.3369,3621.0,1,1,0,0.1521
Chevrolet,Corvette Base,2010,23133.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None Reported,Yes,35000.0,6.2,8.0,14,1.5129,1542.0,0,0,0,0.3239
Jaguar,Xe 20D Prestige,2018,34322.0,Diesel,2.0 Liter,Automatic,Blue,Beige,None Reported,Unknown,29998.0,,,6,0.874,4903.0,0,0,0,0.2059
Dodge,Challenger R/T,2021,39960.0,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,At Least 1 Accident Or Damage Reported,Yes,28500.0,5.7,8.0,3,0.7132,9990.0,0,1,0,0.1199
Bmw,550 I Xdrive,2016,76400.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,31300.0,4.4,8.0,8,0.4097,8489.0,1,1,0,0.6112
Ford,Explorer Xlt,2022,18533.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Ebony,None Reported,Yes,38978.0,2.3,,2,2.1031,6178.0,0,0,0,0.0371
Gmc,Yukon Xl Denali,2023,7500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None Reported,Yes,92888.0,6.2,8.0,1,12.3834,3750.0,0,0,0,0.0075
Infiniti,Qx80 Sensory,2022,26520.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,At Least 1 Accident Or Damage Reported,Yes,64000.0,5.6,8.0,2,2.4132,8840.0,0,1,0,0.053
Land,Rover Range Rover 3.0L Supercharged,2014,59500.0,E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,None Reported,Yes,33800.0,3.0,6.0,10,0.5681,5409.0,0,0,0,0.595
Honda,Pilot Ex-L,2020,44000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,34999.0,3.5,6.0,4,0.7954,8800.0,0,0,0,0.176
Pontiac,Firebird Base,2001,111000.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None Reported,Yes,11000.0,3.8,6.0,23,0.0991,4625.0,0,0,0,2.553
Toyota,4Runner Limited,2016,82260.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Nautical Blue Pearl,Black,None Reported,Yes,31906.0,4.0,,8,0.3879,9140.0,0,0,0,0.6581
Porsche,911 Carrera Cabriolet,2006,52744.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,37500.0,3.6,6.0,18,0.711,2776.0,1,1,0,0.9494
Bmw,I8 Base,2019,28200.0,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission W/Dual Shift Mode,Gray,Beige,At Least 1 Accident Or Damage Reported,Yes,79950.0,1.5,3.0,5,2.835,4700.0,1,1,1,0.141
Nissan,Maxima Gle,2000,194277.0,Gasoline,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At Least 1 Accident Or Damage Reported,Yes,2300.0,3.0,6.0,24,0.0118,7771.0,0,1,0,4.6626
Pontiac,Firebird Trans Am,2001,91812.0,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None Reported,Yes,12850.0,5.7,8.0,23,0.14,3826.0,0,0,0,2.1117
Chevrolet,Suburban Premier,2018,84224.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Jet Black,None Reported,Yes,43775.0,5.3,,6,0.5197,12032.0,0,0,0,0.5053
Bmw,X2 Xdrive28I,2018,66690.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,24900.0,2.0,4.0,6,0.3734,9527.0,1,1,0,0.4001
Mercedes-Benz,Amg C 43 Base 4Matic,2018,41500.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At Least 1 Accident Or Damage Reported,Yes,39848.0,3.0,6.0,6,0.9602,5929.0,1,1,0,0.249
